Time,Username,Location,Tweet Content
2019-11-06 11:15:11,The Difference,London  England,THIS Saturday  @SDSteinhaus at Solihull Academy shares what his school has learnt from Canada in educating vulnerable learners  Secure your  10 tickets for  IncludEd NORTH in Sheffield  Book now via:   t co UUzs8cS5Rf  amp  read more in @SheffieldStar   t co rt6A7nFdYT
2019-11-06 11:08:31,Sarah Carlyon,,RT @StephenPunwasi: Ontario s public education ranks 2nd in Canada     Ford and Lecce want to change that  by including online classes modeled after the worst ranking US states   Michigan  21   Florida  33   Arkansas  44   and Alabama  45    SERIOUSLY          onpoli  cdnpoli   t co xLGOdTMRaN
2019-11-06 11:06:02,This Space for Rent,2 hours from everywhere,RT @StephenPunwasi: Ontario s public education ranks 2nd in Canada     Ford and Lecce want to change that  by including online classes modeled after the worst ranking US states   Michigan  21   Florida  33   Arkansas  44   and Alabama  45    SERIOUSLY          onpoli  cdnpoli   t co xLGOdTMRaN
2019-11-06 11:00:55,Tara Paul,,RT @HistoricaCanada:  Teachers this Treaty Recognition Week  use our Treaties in Canada Education Guide to help your students understand the history of the land known as Canada  Download it for free here:   t co OBBHcqijIX  TreatyON   t co Skug270eyZ
2019-11-06 11:00:51,CPA stuck in GC backlog,Georgia  USA,RT @AnuragPSingh: @rajadhupar @legalHSKpanda @SenatorDurbin @immivoice thanks Raja  that s what I am exploring  Canada or Ireland   even go back to India but my son insist to stay and complete his education from US  His friends and  support group  for him  everything and everyone is here  I don t blame him  
2019-11-06 10:59:33,glawg,Guelph   ,RT @StephenPunwasi: Ontario s public education ranks 2nd in Canada     Ford and Lecce want to change that  by including online classes modeled after the worst ranking US states   Michigan  21   Florida  33   Arkansas  44   and Alabama  45    SERIOUSLY          onpoli  cdnpoli   t co xLGOdTMRaN
2019-11-06 10:59:06,CharlesMcGeeJennings,Toronto  ON Canada,RT @HistoricaCanada:  Teachers this Treaty Recognition Week  use our Treaties in Canada Education Guide to help your students understand the history of the land known as Canada  Download it for free here:   t co OBBHcqijIX  TreatyON   t co Skug270eyZ
2019-11-06 10:58:45,Robin Malandrino,,RT @Anniekidder:  There s a lot that s great about the state of public education in this city and beyond   @mattgallowaycbc @metromorning  Such a great reminder on the radio this morning  Publicly funded education must continue to evolve  but fundamentally in Canada  our system is strong    t co l8Ils8AFFq
2019-11-06 10:58:21,Lynn Brown,,RT @StephenPunwasi: Ontario s public education ranks 2nd in Canada     Ford and Lecce want to change that  by including online classes modeled after the worst ranking US states   Michigan  21   Florida  33   Arkansas  44   and Alabama  45    SERIOUSLY          onpoli  cdnpoli   t co xLGOdTMRaN
2019-11-06 10:58:20,TM  ,God s Country   Cape Breton,RT @StephenPunwasi: Ontario s public education ranks 2nd in Canada     Ford and Lecce want to change that  by including online classes modeled after the worst ranking US states   Michigan  21   Florida  33   Arkansas  44   and Alabama  45    SERIOUSLY          onpoli  cdnpoli   t co xLGOdTMRaN
2019-11-06 10:56:02,Reid Rusonik,,RT @StephenPunwasi: Ontario s public education ranks 2nd in Canada     Ford and Lecce want to change that  by including online classes modeled after the worst ranking US states   Michigan  21   Florida  33   Arkansas  44   and Alabama  45    SERIOUSLY          onpoli  cdnpoli   t co xLGOdTMRaN
2019-11-06 10:47:34,abbyduck,,RT @Anniekidder:  There s a lot that s great about the state of public education in this city and beyond   @mattgallowaycbc @metromorning  Such a great reminder on the radio this morning  Publicly funded education must continue to evolve  but fundamentally in Canada  our system is strong    t co l8Ils8AFFq
2019-11-06 10:46:03,Dini,Canada,RT @StephenPunwasi: Ontario s public education ranks 2nd in Canada     Ford and Lecce want to change that  by including online classes modeled after the worst ranking US states   Michigan  21   Florida  33   Arkansas  44   and Alabama  45    SERIOUSLY          onpoli  cdnpoli   t co xLGOdTMRaN
2019-11-06 10:42:17,TIMES CONSULTANT,UK  Pakistan  Saudi Arabia,TIMES welcomes you to participate in its International Education Expo  Come and discover exciting study options abroad    For details  visit   t co kze1mcLtmE   t co D4Yz1Lepj5     StudyAbroad  Education  Expo  UK  USA  Canada  Australia  Germany
2019-11-06 10:41:57,Patrick Madden,The Van Allen Belt,RT @StephenPunwasi: Ontario s public education ranks 2nd in Canada     Ford and Lecce want to change that  by including online classes modeled after the worst ranking US states   Michigan  21   Florida  33   Arkansas  44   and Alabama  45    SERIOUSLY          onpoli  cdnpoli   t co xLGOdTMRaN
2019-11-06 10:37:54,MOD,,RT @TundeTASH: Top 10:    Sites to learn Excel for free   Sites for Free Online Education   Sites for your career   Sites to review your resume for free   In demand jobs in Canada in 2019   Certificates in Canada in 2019   Sites for Interview Preparation   Tech Skills in demand in 2019  Thread 
2019-11-06 10:36:36,Edabroad,,We are the best education consultant to Study Abroad Call : 9633500085 Visit :   t co f8tSlZLT1i  Edabroad  StudyAbroad  Study  Abroad  Work  Stay  Settle  opportunity  VISA  future  IELTS  university  education  Stayback  consultant  Canada  Europe  New Zealand  UK  France   t co hZ2q9gLXdH
2019-11-06 10:32:56,Matt   ,,RT @StephenPunwasi: Ontario s public education ranks 2nd in Canada     Ford and Lecce want to change that  by including online classes modeled after the worst ranking US states   Michigan  21   Florida  33   Arkansas  44   and Alabama  45    SERIOUSLY          onpoli  cdnpoli   t co xLGOdTMRaN
2019-11-06 10:31:22,C Penner Polle,Northern Ontario  Canada,RT @StephenPunwasi: Ontario s public education ranks 2nd in Canada     Ford and Lecce want to change that  by including online classes modeled after the worst ranking US states   Michigan  21   Florida  33   Arkansas  44   and Alabama  45    SERIOUSLY          onpoli  cdnpoli   t co xLGOdTMRaN
2019-11-06 10:30:31,beth,Amherstburg  Ontario,RT @StephenPunwasi: Ontario s public education ranks 2nd in Canada     Ford and Lecce want to change that  by including online classes modeled after the worst ranking US states   Michigan  21   Florida  33   Arkansas  44   and Alabama  45    SERIOUSLY          onpoli  cdnpoli   t co xLGOdTMRaN
2019-11-06 10:25:10,Gail Vaz Oxlade,Canada,RT @StephenPunwasi: Ontario s public education ranks 2nd in Canada     Ford and Lecce want to change that  by including online classes modeled after the worst ranking US states   Michigan  21   Florida  33   Arkansas  44   and Alabama  45    SERIOUSLY          onpoli  cdnpoli   t co xLGOdTMRaN
2019-11-06 10:24:26,Jerry DeQuetteville,Burlington,RT @Anniekidder:  There s a lot that s great about the state of public education in this city and beyond   @mattgallowaycbc @metromorning  Such a great reminder on the radio this morning  Publicly funded education must continue to evolve  but fundamentally in Canada  our system is strong    t co l8Ils8AFFq
2019-11-06 10:23:36,Violet Inri Cervidae   ,,RT @whiskeylover99: @mynamesnotgordy Ugh  it is very much like the Trump method  I have hope that with our over all education levels in Canada there will not be enough lemmings to fall for this  However I am legitimately wondering if I have overestimated the IQ of Canadians  I do like bitumen coin though   t co LDnWADKSx6
2019-11-06 10:18:38,Francesca Humi,London   Manila   Paris,and this is why we need proper historical education in the Philippines    this is the equivalent of a First Nation in Canada or the US producing an animated film celebrating Christopher Columbus or Henry Hudson Filipinos  can we please STOP idolising our colonisers white people   t co d8n6wvUFt2
2019-11-06 10:12:18,Vassily Hatzimanikatis,,RT @theworldindex: The top 10 countries for future skills education  1    Finland 2    Switzerland 3    New Zealand 4    Sweden 5    Canada 6    Netherlands 7    Germany 8    Singapore 9    France 10    UK   Economist Intelligence Unit report 
2019-11-06 10:08:25,Cindy Doze        ,Next to the red pine and moss ,RT @StephenPunwasi: Ontario s public education ranks 2nd in Canada     Ford and Lecce want to change that  by including online classes modeled after the worst ranking US states   Michigan  21   Florida  33   Arkansas  44   and Alabama  45    SERIOUSLY          onpoli  cdnpoli   t co xLGOdTMRaN
2019-11-06 10:07:32,Jonathan Sprung,Omicron persei 8,RT @StephenPunwasi: Ontario s public education ranks 2nd in Canada     Ford and Lecce want to change that  by including online classes modeled after the worst ranking US states   Michigan  21   Florida  33   Arkansas  44   and Alabama  45    SERIOUSLY          onpoli  cdnpoli   t co xLGOdTMRaN
2019-11-06 09:59:15,  Joanne   ,Toronto,RT @StephenPunwasi: Ontario s public education ranks 2nd in Canada     Ford and Lecce want to change that  by including online classes modeled after the worst ranking US states   Michigan  21   Florida  33   Arkansas  44   and Alabama  45    SERIOUSLY          onpoli  cdnpoli   t co xLGOdTMRaN
2019-11-06 09:46:04,Keith Rourke,Edmonton  Alberta  CANADA,RT @AlexisRBrodeur: It s a wrap  1st official meeting of the Resident s Committee of the @CanUrolAssoc 2019 20   What started 1 5year ago with @Ublankst  amp  @nahidpunjani now includes a rep from every program in Canada    Stay tuned for projects coming forward about fellowships  education and jobs    t co zjkRB4OrTX
2019-11-06 09:39:04,Christopher Oldcorn,,Creation Scientists    via @smedian network   @Medium  medium  blog  religion  christianity  church  Genesis  news  education  evolution  creation  bible  god  biblestudy  darwin  humans  us  america  government  canada  uk  europe  islam  judaism  science   t co Ky73eMiRua
2019-11-06 09:32:07,Ida Marie Vaillancou,Peterborough  Ontario,RT @StephenPunwasi: Ontario s public education ranks 2nd in Canada     Ford and Lecce want to change that  by including online classes modeled after the worst ranking US states   Michigan  21   Florida  33   Arkansas  44   and Alabama  45    SERIOUSLY          onpoli  cdnpoli   t co xLGOdTMRaN
2019-11-06 09:30:24,Glenda,British Columbia,RT @wearenorth99: Step 1   Underfund education to the brink of disaster    Step 2   Use the disaster to justify privatization  Step 3   Repeat   That s the Conservative plan for public education in Canada  cdnpoli    t co Ssox5UC0Aa
2019-11-06 09:29:21,Michelle Budiwski,Manitoba Canada,RT @StephenPunwasi: Ontario s public education ranks 2nd in Canada     Ford and Lecce want to change that  by including online classes modeled after the worst ranking US states   Michigan  21   Florida  33   Arkansas  44   and Alabama  45    SERIOUSLY          onpoli  cdnpoli   t co xLGOdTMRaN
2019-11-06 09:20:10,Andrew Richardson,Middlesbrough  England,RT @sportslaw uk: Canada  2    CEO Ethics in Sport   3 major advances   Athlete Charter of Rights   we must be athlete centred   Int standard on education   acknowledges need more than testing and punishment   values based education  Work on code compliance   WADAWorldConf2019   swipe at Barbados 
2019-11-06 09:19:50,Dr Ian D  Boardley,,Canada   Clean sport cannot be supported through testing alone  Needs to be supported by values based education   wadaworldconf2019
2019-11-06 09:19:28,Sports Law UK,,Canada  2    CEO Ethics in Sport   3 major advances   Athlete Charter of Rights   we must be athlete centred   Int standard on education   acknowledges need more than testing and punishment   values based education  Work on code compliance   WADAWorldConf2019   swipe at Barbados 
2019-11-06 09:16:32,RotterdamSia,,POS TERMINAL   Operations Transfer @Iranian Money TO  Known  Iraq   Afghanistan  Canada     Billions     why  Sancation  @SecPompeo   Recent  Paralimantary Hearing   Majlis   Docy FM Ministry Safe      FM zarif   Hostage a Nation   Education  Expose     t co NXBzhKldzk   t co lKqmVK6kfz
2019-11-06 09:12:05,Andrew Richardson,Middlesbrough  England,RT @sportslaw uk: Canada   Thorough process for creation of new code   importance of education  increased security of whistleblowers  emphasis on human rights etc  WADAWorldConf2019
2019-11-06 09:00:28,Carl A  Christie,Ottawa Canada,RT @StephenPunwasi: Ontario s public education ranks 2nd in Canada     Ford and Lecce want to change that  by including online classes modeled after the worst ranking US states   Michigan  21   Florida  33   Arkansas  44   and Alabama  45    SERIOUSLY          onpoli  cdnpoli   t co xLGOdTMRaN
2019-11-06 08:57:56,gmarie     Democracy   Trudeau WON  Warren2020,,RT @StephenPunwasi: Ontario s public education ranks 2nd in Canada     Ford and Lecce want to change that  by including online classes modeled after the worst ranking US states   Michigan  21   Florida  33   Arkansas  44   and Alabama  45    SERIOUSLY          onpoli  cdnpoli   t co xLGOdTMRaN
2019-11-06 08:57:08,Christopher Oldcorn,, Creation Scientists    Christopher Oldcorn on  Patreon   blog  essay  religion  christianity  church  Genesis  news  education  evolution  bible  god  biblestudy  darwin  humans  usa  america  government  canada  uk  europe  islam  judaism  science   t co yl16hKkmzw
